Itinerary_ID,Sequence_Number,Route_Code,segment_FromLocation,segment_FromAddress,segment_ToLocation,segment_ToAddress,segment_via,Shipping_Method,Scheduled_Start_Time,Scheduled_End_Time,Part_Name,Quantity,Unit_Price,Line_Total,GoogleRouteDescription,GoogleRouteMainWays
6075,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Precision Robotic Actuator,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6076,1,RT-CH-GND,Foxconn Shanghai Plant,"No. 200 Xiuyan Rd, Pudong, Shanghai, China",Shanghai Port,"Port Rd, Shanghai, China",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Multifunctional PLC Unit,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6077,2,RT-OCEAN,Shanghai Port,"Port Rd, Shanghai, China",Hamburg Port,"Hamburg Port, Hamburg, Germany",East China Sea - Hangzhou Bay - Philippine Sea - South China Sea - Strait Of Malacca - Andaman Sea - Bay Of Bengal - Indian Ocean - Laccadive Sea - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Multifunctional PLC Unit,200,2.5,500.0,N/A,N/A
6078,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Multifunctional PLC Unit,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6079,1,RT-SI-GND,Seagate Singapore HQ,"10 Fusion Drive, Singapore 138577",Singapore Port,"80 Maritime Sq, Singapore 099253",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,3D-Printed Gear Assembly,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6080,2,RT-OCEAN,Singapore Port,"80 Maritime Sq, Singapore 099253",Hamburg Port,"Hamburg Port, Hamburg, Germany",South China Sea - Strait Of Malacca - Andaman Sea - Bay Of Bengal - Indian Ocean - Laccadive Sea - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,3D-Printed Gear Assembly,50,12.0,600.0,N/A,N/A
6081,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,3D-Printed Gear Assembly,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6082,1,RT-TU-GND,Arçelik Istanbul Plant,"No. 25 Industrial Zone, Istanbul, Turkey",Istanbul Port,"Haydarpaşa, Istanbul, Turkey",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,High-Frequency Oscillator,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6083,2,RT-OCEAN,Istanbul Port,"Haydarpaşa, Istanbul, Turkey",Hamburg Port,"Hamburg Port, Hamburg, Germany",Bosporus Strait - Sea Of Marmara - Dardanelles Channel - Aegean Sea - Sea Of Crete - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,High-Frequency Oscillator,200,2.5,500.0,N/A,N/A
6084,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,High-Frequency Oscillator,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6085,1,RT-AU-GND,RØDE Microphones HQ,"200 Industrial Ave, Sydney, NSW, Australia",Sydney Port,"Sydney Harbour, Sydney, NSW, Australia",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Ultra-Sonic Sensor Array,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6086,2,RT-OCEAN,Sydney Port,"Sydney Harbour, Sydney, NSW, Australia",Hamburg Port,"Hamburg Port, Hamburg, Germany",Tasman Sea - Coral Sea - Arafura Sea - Timor Sea - Indian Ocean - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Ultra-Sonic Sensor Array,200,2.5,500.0,N/A,N/A
6087,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Ultra-Sonic Sensor Array,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6088,1,RT-MO-GND,STMicroelectronics Bouskoura,"50 Factory Rd, Casablanca, Morocco",Casablanca Port,"Casablanca Port, Casablanca, Morocco",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Automotive ECU Module,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6089,2,RT-OCEAN,Casablanca Port,"Casablanca Port, Casablanca, Morocco",Hamburg Port,"Hamburg Port, Hamburg, Germany",North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Automotive ECU Module,200,2.5,500.0,N/A,N/A
6090,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Automotive ECU Module,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6091,1,RT-US-GND,Texas Instruments USA,"12500 TI Blvd, Dallas, TX, USA",Port of Houston,"100 Main St, Houston, TX, USA",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Advanced Brake Control System,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6092,2,RT-OCEAN,Port of Houston,"100 Main St, Houston, TX, USA",Hamburg Port,"Hamburg Port, Hamburg, Germany",Gulf Of Mexico - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Advanced Brake Control System,200,2.5,500.0,N/A,N/A
6093,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Advanced Brake Control System,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6094,1,RT-US-GND,Analog Devices USA,"1 Analog Way, Norwood, MA, USA",Port of Boston,"50 Seaport Blvd, Boston, MA, USA",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Dynamic Load Cell Sensor,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6095,2,RT-OCEAN,Port of Boston,"50 Seaport Blvd, Boston, MA, USA",Hamburg Port,"Hamburg Port, Hamburg, Germany",Gulf Of Maine - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Dynamic Load Cell Sensor,200,2.5,500.0,N/A,N/A
6096,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Dynamic Load Cell Sensor,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6097,1,RT-GE-GND,Siemens AG,"Werner-von-Siemens-Strasse 1, Munich, Germany",Port of Hamburg,"Hamburg Port, Hamburg, Germany",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Multi-Port USB Hub,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6098,2,RT-OCEAN,Port of Hamburg,"Hamburg Port, Hamburg, Germany",Hamburg Port,"Hamburg Port, Hamburg, Germany",Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Multi-Port USB Hub,50,12.0,600.0,N/A,N/A
6099,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Multi-Port USB Hub,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6100,1,RT-GE-GND,Bosch Rexroth,"Rexrothallee 1, Lohr am Main, Germany",Port of Bremen,"Bremen Harbor, Bremen, Germany",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Digital Temperature Controller,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6101,2,RT-OCEAN,Port of Bremen,"Bremen Harbor, Bremen, Germany",Hamburg Port,"Hamburg Port, Hamburg, Germany",North Sea - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Digital Temperature Controller,50,12.0,600.0,N/A,N/A
6102,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Digital Temperature Controller,50,12.0,600.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6103,1,RT-JA-GND,Mitsubishi Electric,"3-3, Marunouchi 2-chome, Tokyo, Japan",Tokyo Port,"Tokyo Bay, Tokyo, Japan",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Robust Industrial Relay,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6104,2,RT-OCEAN,Tokyo Port,"Tokyo Bay, Tokyo, Japan",Hamburg Port,"Hamburg Port, Hamburg, Germany",North Pacific Ocean - Philippine Sea - South China Sea - Strait Of Malacca - Andaman Sea - Bay Of Bengal - Indian Ocean - Laccadive Sea - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Robust Industrial Relay,200,2.5,500.0,N/A,N/A
6105,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Robust Industrial Relay,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6106,1,RT-JA-GND,Panasonic Corporation,"1006 Oaza Kadoma, Kadoma, Osaka, Japan",Osaka Port,"Osaka Harbor, Osaka, Japan",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,Wireless Charging Pad,200,2.5,500.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6107,2,RT-OCEAN,Osaka Port,"Osaka Harbor, Osaka, Japan",Hamburg Port,"Hamburg Port, Hamburg, Germany",Inner Sea - Philippine Sea - South China Sea - Strait Of Malacca - Andaman Sea - Bay Of Bengal - Indian Ocean - Laccadive Sea - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,Wireless Charging Pad,200,2.5,500.0,N/A,N/A
6108,3,RT-GND,Hamburg Port,"Hamburg Port, Hamburg, Germany",Allach Warehouse,"Krauss-Maffei-Straße 2, 80997 Munich, Germany",,Ground,2024-10-07T07:00:00Z,2024-10-07T11:00:00Z,Wireless Charging Pad,200,2.5,500.0,"{""steps"": [{""instruction"": ""Merge onto A1 toward Bremen/Hannover"", ""distance"": ""11.2 km"", ""duration"": ""7 mins""}, {""instruction"": ""Continue onto A7"", ""distance"": ""123 km"", ""duration"": ""1 hr 16 mins""}, {""instruction"": ""At interchange 68-Kreuz Magdeburg, follow A14 toward Leipzig/Dresden"", ""distance"": ""107 km"", ""duration"": ""1 hr 3 mins""}, {""instruction"": ""Take A9 toward M\u00fcnchen/Erfurt"", ""distance"": ""256 km"", ""duration"": ""2 hr 32 mins""}, {""instruction"": ""Merge onto A92 toward Deggendorf/Eching-Ost"", ""distance"": ""12.7 km"", ""duration"": ""8 mins""}, {""instruction"": ""Take A99, then exit onto Dachauer Str."", ""distance"": ""4.9 km"", ""duration"": ""6 mins""}]}","[""A1"", ""A7"", ""A14"", ""A9"", ""A92"", ""A99""]"
6109,1,RT-SO-GND,Samsung Electro-Mechanics,"129 Samsung-ro, Suwon, Gyeonggi-do, South Korea",Busan Port,"Busan Harbor, Busan, South Korea",,Ground,2024-10-01T05:00:00Z,2024-10-01T09:00:00Z,High-Resolution Touchscreen Panel,50,12.0,600.0,"{""steps"": [{""instruction"": ""Depart from plant via main industrial road"", ""distance"": ""1.5 km"", ""duration"": ""4 mins""}, {""instruction"": ""Turn onto local highway"", ""distance"": ""2.0 km"", ""duration"": ""5 mins""}, {""instruction"": ""Arrive at local port"", ""distance"": ""1.0 km"", ""duration"": ""3 mins""}]}","[""Local Highway""]"
6110,2,RT-OCEAN,Busan Port,"Busan Harbor, Busan, South Korea",Hamburg Port,"Hamburg Port, Hamburg, Germany",Sea Of Japan - East China Sea - Philippine Sea - South China Sea - Strait Of Malacca - Andaman Sea - Bay Of Bengal - Indian Ocean - Laccadive Sea - Arabian Sea - Gulf Of Aden - Red Sea - Gulf Of Suez - Suez Canal River - Suez Canal - Ismailiya Canal River - Nile River - Damietta Branch River - Mediterranean Sea - Alboran Sea - Strait Of Gibraltar - North Atlantic Ocean - Bay Of Biscay - English Channel - North Sea - Ijsselmeer Lagoon - Elbe River,Ocean,2024-10-01T09:30:00Z,2024-10-07T06:00:00Z,High-Resolution Touchscreen Panel,50,12.0,600.0,N/A,N/A
